mp_id,party,sex,age,highedu,phd,Terms,business,law,leadingpos,Committees,job,money,beauty,competence,likability,trustworthy,intelligence
276,SPD,1,37,1,0,2,0,0,1,0,1,7000,3.8888879,2.777777,3.1111109,3,3
277,LINKE,1,51,0,0,3,0,0,0,2,0,0,3.1111109,3.2222221,3,3.1111109,3
278,GREEN,1,44,1,0,1,0,0,0,2,5,0,3.666666,3,3,3.2222221,2.8888879
279,CDUCSU,0,43,0,0,1,0,0,0,1,2,0,2.666666,2.5555551,3,2.8888879,2.4444439
280,SPD,1,38,0,1,2,1,0,0,3,8,0,3.666666,3.333333,2.8888879,3.1111109,3.4444439
281,CDUCSU,1,28,1,0,2,0,0,0,2,3,0,2.4000001,3,3.2,3,2.8
282,FDP,0,49,0,1,5,1,0,0,1,7,583.33331,3.2222221,2.666666,2.666666,2.8888879,2.4444439
283,CDUCSU,0,52,1,0,5,0,0,0,1,1,187.5,2.8888879,3.1111109,3.333333,3.1111109,2.8888879
284,SPD,0,61,1,0,8,0,1,1,5,2,0,3.5555551,2.777777,3.4444439,3.333333,2.333333
285,FDP,0,55,1,0,2,0,0,0,1,0,0,3.8888879,3.2222221,4.1111112,3.777777,3
286,CDUCSU,0,62,1,0,4,0,0,0,2,2,0,4.2222219,3.1111109,4,4.1111112,3
287,FDP,1,55,1,0,3,1,0,0,2,6,0,2.4444439,3.1111109,2.777777,2.8888879,2.8888879
288,FDP,0,60,0,0,5,0,0,0,1,4,0,3.1111109,2.8888879,3.2222221,3.2222221,2.5555551
289,SPD,0,51,1,0,5,0,0,1,3,1,0,3.666666,3.333333,3,3.333333,3
290,LINKE,0,28,1,0,1,0,0,0,1,2,0,2.666666,3.5555551,3,3.2222221,3.333333
291,SPD,1,46,1,0,3,0,0,1,0,10,7000,2.8888879,2.666666,2.8888879,2.777777,2.777777
292,CDUCSU,0,49,0,1,1,0,0,0,1,3,0,3.333333,2.8888879,3.4444439,3.5555551,2.8888879
293,CDUCSU,0,46,1,0,5,0,0,0,2,13,0,3.2222221,2.777777,3.333333,2.777777,2.777777
294,CDUCSU,0,57,1,0,6,0,1,1,0,10,7000,3.5555551,2.777777,3.333333,3.1111109,2.777777
295,GREEN,1,53,1,0,1,0,0,1,2,0,0,3,3.1111109,3.2222221,3.5555551,3.2222221
296,SPD,0,56,1,0,2,0,0,0,2,3,0,3.1111109,2.5555551,3.2222221,2.8888879,2
297,SPD,1,38,1,0,3,0,1,0,1,1,8687.5,2.8888879,2.5555551,2.2222221,2.4444439,2.333333
298,SPD,0,55,1,0,2,0,0,0,2,3,0,3.777777,3.1111109,3.4444439,3.333333,2.8888879
299,SPD,1,47,1,0,4,0,0,0,0,3,0,3,2.4444439,3,3,2.666666
300,CDUCSU,0,30,1,0,2,1,0,0,1,4,0,3,3.333333,3.1111109,3.1111109,3.1111109
301,CDUCSU,0,41,1,0,2,1,1,1,1,4,0,3.1111109,2.666666,3.1111109,2.8888879,2.4444439
302,CDUCSU,0,36,0,1,2,0,1,0,3,7,0,3.1111109,2.666666,3.2222221,3.4444439,2.333333
303,CDUCSU,1,41,0,1,3,0,0,1,1,7,0,2.2222221,2.8888879,2.8888879,2.8888879,3.1111109
304,SPD,0,60,1,0,4,0,1,0,3,5,0,3.666666,2.8888879,3.1111109,3,2.5555551
305,SPD,0,53,0,1,2,0,1,0,4,2,0,3.777777,3.4444439,4.2222219,4.2222219,3.333333
306,SPD,1,54,1,0,3,0,0,1,3,3,0,3.5,3,2.625,2.75,3.125
307,CDUCSU,0,59,1,0,1,0,0,0,3,12,0,3.625,3,3.5,3.625,3.25
308,SPD,0,48,0,0,1,0,0,0,1,3,0,4,3.25,3.75,3.625,3.375
309,CDUCSU,0,56,0,1,4,1,0,1,0,4,7000,3.625,2.625,3.375,3.375,2.25
310,GREEN,0,50,1,0,2,0,0,1,2,1,0,3.625,3.125,3.25,3.25,3.125
311,SPD,1,58,1,0,4,0,0,0,0,10,1000,4.375,3.625,3.2149999,3.625,3.625
312,SPD,1,58,1,0,3,0,0,0,2,4,0,3,2.625,2.625,2.875,2.75
313,GREEN,1,50,1,0,2,0,0,1,1,2,0,3.25,3,3.125,3.125,2.875
314,LINKE,1,41,1,0,1,0,0,0,2,3,0,3.5,3,3,3.125,2.875
315,GREEN,1,54,1,0,2,0,0,0,1,1,0,3.375,3.5,3,3,3.5
316,GREEN,0,39,1,0,2,0,0,0,1,1,0,4,2.875,3.25,3.125,2.625
317,SPD,0,60,0,1,5,0,0,0,2,2,0,3.375,2.5,2.625,2.625,2.125
318,LINKE,0,62,1,0,3,0,0,1,1,2,583.33331,3.666666,2.833333,3.166666,3,2.166666
319,SPD,1,40,1,0,3,0,1,0,4,2,250,3.25,3.25,3.375,3.25,3.25
320,CDUCSU,0,54,0,1,4,0,1,1,3,5,0,3.625,3.125,3.75,3.75,2.875
321,CDUCSU,0,46,1,0,1,0,0,0,2,4,0,4.25,3.25,3.5,3.25,3
322,CDUCSU,0,57,0,1,8,0,0,1,1,16,812.5,4,2.75,3.375,3,2.375
323,CDUCSU,1,51,1,0,2,0,0,0,1,2,0,4.25,3.375,3,2.875,3.5
324,FDP,0,55,1,0,2,0,1,0,1,1,0,4.25,3.375,3.875,4,3.375
325,SPD,0,41,1,0,3,0,0,1,2,7,0,3.375,3,3.5,3.625,3
326,FDP,1,51,1,0,2,0,1,0,2,5,250,3,3,2.625,2.875,2.875
327,SPD,0,42,0,1,1,0,0,0,1,7,2010.4166,4.375,3.75,3.875,3.75,3
328,GREEN,1,38,1,0,2,1,0,0,1,3,0,4.125,3.125,2.875,2.375,2.625
329,CDUCSU,0,59,0,1,1,0,0,0,1,2,0,3.875,2.75,3.5,3.25,2.625
330,SPD,1,58,1,0,4,0,0,0,1,0,0,4,3.75,3.125,3.25,4
331,CDUCSU,0,46,1,0,1,0,1,0,3,3,0,3.7142861,3,3.428571,3.428571,2.7142861
332,FDP,0,44,1,0,2,0,0,0,5,3,1000,3.1428571,2.7142861,3,3.2857139,2.8571429
333,FDP,1,57,0,0,3,1,0,0,1,2,0,3.375,2.875,3.125,2.875,2.875
334,LINKE,0,31,1,0,1,0,0,0,2,0,0,2.428571,3,3,3.428571,3
335,FDP,1,54,1,0,5,0,1,1,4,9,0,3.1428571,2.8571429,2.571429,3.1428571,2.8571429
336,CDUCSU,0,42,1,0,1,0,0,0,3,1,0,3.2857139,2.7142861,3.2857139,3.2857139,2.2857139
337,FDP,0,42,1,0,1,0,0,0,3,4,0,3.8571429,3.2857139,4.5714288,4.4285712,3.1428571
338,CDUCSU,0,61,1,0,9,0,1,1,5,0,0,3.8571429,2.8571429,2.7142861,3.1428571,2.428571
339,CDUCSU,0,62,0,1,7,0,0,1,1,6,4052.0833,4.5,3.75,4,3.75,3.625
340,CDUCSU,1,42,0,0,2,0,0,0,1,2,0,2.428571,3.2857139,2.571429,3.1428571,3.2857139
341,FDP,0,45,1,0,2,0,0,1,1,1,0,2.75,2.5,3.75,3.75,2.625
342,SPD,1,53,1,0,1,0,0,0,2,1,0,4.1428571,3.7142861,3.571429,3.428571,3.7142861
343,SPD,1,54,1,0,3,0,0,0,2,5,0,4,3,3.571429,3.1428571,2.7142861
344,LINKE,1,55,1,0,2,0,0,0,2,0,0,4.5714288,3.571429,4,3.7142861,3.1428571
345,LINKE,1,44,0,1,2,0,0,1,3,1,0,3.1428571,2.8571429,3,3.428571,2.571429
346,GREEN,1,22,0,0,2,0,0,0,2,2,0,3,3.25,2.375,2.5,2.625
347,CDUCSU,0,49,0,1,5,0,0,1,3,5,0,4.4285712,3.8571429,3.7142861,3.8571429,3.571429
348,GREEN,1,24,1,0,1,0,0,0,1,2,0,2.1428571,2.571429,2.2857139,2.571429,2.571429
349,SPD,0,45,1,0,3,0,1,0,3,1,0,2.571429,2.7142861,3.428571,3.571429,2.7142861
350,SPD,0,60,1,0,3,0,0,0,1,6,0,3.7142861,3,3.571429,3.7142861,3.1428571
351,SPD,1,42,1,0,2,0,0,0,1,2,0,3.2857139,3,2.8571429,3.1428571,3.1428571
352,SPD,1,34,1,0,1,0,0,0,1,0,0,3.2857139,3.1428571,3.7142861,3.7142861,3
353,SPD,1,51,1,0,2,0,0,0,1,2,0,3,2.8571429,2.2857139,2.1428571,2.8571429
354,LINKE,0,57,1,0,1,0,1,0,2,5,1291.6666,4.1428571,3,3.8571429,3.7142861,3
355,CDUCSU,0,32,1,0,2,0,1,0,4,4,0,2,2.428571,2.7142849,2.8571429,2.7142849
356,SPD,0,53,1,0,5,0,0,0,2,5,0,4,3.1428571,3.1428571,3.2857139,3.1428571
357,CDUCSU,0,56,1,0,5,0,0,0,2,0,0,4,3.571429,3.571429,3.1428571,3.428571
358,FDP,0,33,1,0,1,1,0,0,1,3,0,2.571429,2.8571429,2.7142861,3,2.8571429
359,FDP,0,39,0,0,1,0,0,0,1,6,1000,4,3,3.8571429,3.7142861,2.571429
360,CDUCSU,0,44,0,1,4,0,0,1,0,6,166.66667,4,3.875,3.875,3.875,3.875
361,LINKE,1,40,1,0,1,0,0,0,5,0,0,3.8571429,3.2857139,2.8571429,3,3
362,SPD,1,58,0,0,2,1,0,0,5,7,0,3.7142861,2.7142861,2.571429,2.7142849,2.571429
363,CDUCSU,1,51,0,1,5,0,0,1,0,3,7000,2.666666,2.333333,3,3,2.666666
364,SPD,1,54,0,0,3,1,0,1,1,3,0,3.428571,3.1428571,3.428571,3.428571,3
365,CDUCSU,0,50,1,0,4,0,1,1,1,17,5128.4585,3.1428571,2.571429,2.8571429,3,2.7142849
366,CDUCSU,0,57,1,0,2,1,0,0,1,6,1166.6666,3.7142849,2.428571,3.571429,3.428571,2.428571
367,CDUCSU,1,56,1,0,4,0,0,0,1,3,0,3.1428571,3.2857139,3.1428571,3.1428571,3.2857139
368,CDUCSU,0,56,1,0,4,0,0,1,2,15,0,3.2857139,2.8571429,3.1428571,3.1428571,2.8571429
369,SPD,0,37,0,1,1,0,1,0,3,2,1244.7916,4.2857141,3.571429,3.8571429,3.7142849,3.2857139
370,CDUCSU,0,26,0,0,1,0,0,1,4,4,0,2.571429,3,3.1428571,3.1428571,3
371,SPD,1,52,1,0,4,0,0,0,3,3,0,3.125,2.5,2.625,2.75,2.875
372,LINKE,1,44,1,0,1,1,0,0,1,3,0,4.1428571,3.1428571,3.571429,3.571429,3.2857139
373,CDUCSU,1,50,0,1,1,0,1,0,1,5,125,3.571429,3.2857139,3.2857139,3.1428571,3.2857139
374,GREEN,0,58,1,0,2,0,1,1,3,1,78.125,4.1428571,3.1428571,3.1428571,3.2857139,3.428571
375,CDUCSU,1,50,0,0,2,0,0,1,2,9,0,3,2.8571429,3.1428571,3.2857139,3
376,FDP,0,32,0,0,1,0,0,0,1,5,0,3.428571,3,3.571429,3.571429,3
377,SPD,0,31,1,0,1,0,0,1,1,0,0,3.1428571,3,3.428571,3.7142849,3
378,CDUCSU,0,35,1,0,1,1,1,0,3,14,875,3.1428571,2.8571429,2.8571429,3,2.7142849
379,SPD,0,41,0,0,1,0,0,0,1,8,0,4,3.571429,4.1428571,4,3.571429
380,SPD,0,57,1,0,7,1,0,1,0,5,7000,4.2857141,3.1428571,3.1428571,3.1428571,2.7142861
381,CDUCSU,0,30,0,0,2,0,0,1,3,5,0,2.1428571,3,3,3.428571,3.2857139
382,CDUCSU,0,55,1,0,3,0,0,0,2,0,0,4.1428571,3.7142849,4.1428571,4.2857141,3.7142849
383,GREEN,1,42,1,0,4,0,1,0,1,6,0,2.75,3,2.25,2,2.125
384,CDUCSU,0,50,0,1,4,1,0,1,0,2,7000,3,2.7142861,2.8571429,3.2857139,2.7142849
385,CDUCSU,1,38,1,0,2,1,0,1,0,13,3500,3,2.7142861,2.7142861,2.7142861,3
386,FDP,0,46,1,0,1,0,1,0,1,3,0,4.1428571,3,4,4,2.8571429
387,SPD,1,42,1,0,2,0,0,0,1,2,0,3.2857139,3,3,2.8571429,2.8571429
388,SPD,0,65,0,0,9,0,0,1,1,2,7000,3.8571429,3,3.7142849,3.428571,2.428571
389,SPD,0,46,0,1,2,0,0,0,2,6,0,3.2857139,3.1428571,3.428571,3.428571,2.8571429
390,GREEN,0,59,1,0,4,0,0,0,3,4,0,3.428571,3,3.1428571,3.428571,2.7142861
391,SPD,1,35,1,0,2,0,0,0,1,2,0,2.571429,2.7142861,2.2857139,2.571429,2.8571429
392,LINKE,1,47,1,0,2,0,0,1,1,0,0,3.571429,3,3.571429,3.1428571,3
393,LINKE,0,57,1,0,1,0,1,1,3,0,0,3.1428571,3,3.1428571,3.2857139,2.7142861
394,CDUCSU,0,63,1,0,6,0,0,1,0,13,7000,3.571429,2.8571429,3.8571429,3.2857139,2.428571
395,FDP,0,42,1,0,3,0,0,1,1,8,4229.1665,3.2857139,2.8571429,3.7142861,3.8571429,3
396,OTHER,0,46,1,0,2,1,0,0,0,4,0,4,3.428571,3.428571,3.428571,3.428571
397,CDUCSU,1,46,1,0,2,0,1,0,2,0,0,2.25,3.5,3.5,3.625,3.5
398,GREEN,0,30,0,0,1,0,0,0,3,3,41.666668,3.571429,3.7142861,3.8571429,3.7142861,3.571429
399,CDUCSU,0,36,0,1,2,1,0,0,2,7,3500,3.2857139,2.7142861,3.428571,3.428571,2.8571429
400,CDUCSU,0,59,1,0,3,0,0,0,1,4,583.33331,4,2.8571429,3.428571,3.1428571,2.7142861
401,SPD,0,51,1,0,1,0,1,0,4,12,0,3.2857139,3.1428571,3.2857139,3.428571,3.1428571
402,SPD,0,54,0,0,3,0,0,1,1,2,0,3.8571429,2.8571429,3.571429,3.2857139,2.8571429
403,CDUCSU,0,58,1,0,6,1,0,1,1,5,145.83333,3.7142861,2.8571429,3.8571429,4,2.8571429
404,CDUCSU,0,37,0,0,1,0,1,0,1,5,0,3.1428571,3.428571,3,3.1428571,3.2857139
405,FDP,0,53,1,0,4,0,1,1,2,11,15114.583,3.375,2.875,3.25,3,2.75
406,LINKE,0,67,0,1,1,0,0,0,1,5,0,3.8571429,2.8571429,3.2857139,3,2.428571
407,FDP,0,63,1,0,4,0,0,0,1,2,0,4.4285712,3.571429,3.7142861,3.7142861,3.571429
408,LINKE,1,42,1,0,3,0,0,1,3,2,0,3.571429,3.571429,3.1428571,3,3.428571
409,SPD,0,54,1,0,2,0,0,0,1,0,0,3.875,3.125,4.25,4.125,3
410,CDUCSU,1,57,0,0,2,1,0,1,2,4,0,2.571429,3,3,3,2.8571429
411,CDUCSU,0,54,1,0,4,0,0,0,1,4,0,3.8571429,2.8571429,3.428571,3.428571,2.428571
412,CDUCSU,0,38,0,1,2,1,0,0,1,17,854.16669,2.8571429,2.7142861,3.571429,3.571429,2.8571429
413,CDUCSU,1,54,0,0,2,0,0,1,2,5,0,2.777777,2.375,2.5555551,2.375,2.5
414,SPD,0,59,1,0,3,0,0,0,2,3,0,3.2222221,2.75,2.8888879,2.875,3.125
415,CDUCSU,1,60,1,0,4,0,0,0,1,3,0,3.5555551,2.875,3.333333,3,3
416,FDP,1,46,1,0,3,0,0,1,1,2,0,2.2222221,3.625,3.1111109,3.375,3.625
417,FDP,1,41,1,0,2,0,1,1,3,8,0,3.1111109,3.25,3.1111109,3.25,3.625
418,CDUCSU,0,46,1,0,5,0,1,1,0,6,7291.6665,3.125,2.8571429,2.75,3.2857139,3
419,CDUCSU,0,59,1,0,4,0,0,1,4,5,1000,3.8888879,2.75,4,3.875,3.25
420,SPD,0,57,0,0,8,0,0,0,2,3,1166.6666,3.777777,2.75,3.1111109,3.125,2.5
421,GREEN,1,50,1,0,1,0,0,0,1,0,0,3,2.75,2.8888879,2.875,2.75
422,SPD,0,47,1,0,1,0,0,1,3,1,0,2.777777,3.125,3.5555551,3.875,3
423,SPD,0,51,0,1,2,0,0,0,1,5,0,3.333333,3.5,2.8888879,3.75,3.25
424,SPD,0,33,1,0,2,0,1,1,2,6,0,2.8888879,3,3.333333,3.625,2.875
425,CDUCSU,1,30,1,0,2,0,1,0,2,5,0,2,3.125,2.666666,2.75,3.25
426,SPD,0,37,0,1,2,0,0,1,2,0,0,2.5,2.875,2.875,3.5,2.875
427,CDUCSU,0,43,1,0,4,0,0,1,0,12,7000,3.777777,3,3.1111109,3.375,2.875
428,CDUCSU,0,64,1,0,5,0,0,0,5,0,0,3.5555551,3.5,3.777777,3.5,3.375
429,LINKE,0,49,0,0,1,1,0,1,2,1,0,3.1111109,2.625,2.4444439,2.375,2.375
430,CDUCSU,0,51,0,1,5,1,0,1,2,9,0,2.777777,3,3.333333,3.5,3
431,CDUCSU,0,60,1,0,6,0,0,1,2,3,0,3.2222221,2.666666,2.777777,3.25,3
432,SPD,1,48,1,0,1,0,0,0,2,4,0,3.4444439,3.625,3.333333,3.125,3.25
433,CDUCSU,0,51,1,0,1,0,0,0,2,2,0,3.666666,2.875,3,2.75,3
434,SPD,0,45,1,0,1,0,0,0,2,3,0,3.1111109,2.75,3.1111109,3.125,2.5
435,CDUCSU,1,32,1,0,3,0,0,1,0,7,0,2.1111109,3,2.4444439,2.75,3.125
436,SPD,0,34,1,0,1,0,0,0,2,5,1000,3.333333,3.625,3.4444439,3.625,3.5
437,SPD,0,52,1,0,2,0,0,0,2,6,0,3.333333,2.75,2.777777,3,3
438,SPD,1,38,0,1,3,0,0,0,2,0,0,2.666666,3,3.2222221,3.375,3
439,LINKE,1,47,1,0,1,0,0,0,2,0,0,4.1111112,3.25,3.4444439,2.875,3.25
440,CDUCSU,0,46,1,0,5,0,0,1,3,5,0,3,2.75,3.666666,3.875,3.375
441,SPD,1,58,1,0,5,0,0,1,2,7,0,2.75,2.75,2.375,2.375,2.875
442,CDUCSU,0,70,0,1,9,0,0,0,1,18,5541.6665,3.8888879,2.875,2.666666,3.125,3
443,SPD,0,62,0,0,2,0,0,0,3,13,7489.5835,3.375,2.8571429,2.625,2.7142861,2.8571429
444,SPD,0,30,0,0,1,0,0,0,2,0,0,2.75,3.1428571,2.875,3.1428571,2.8571429
445,FDP,0,39,1,0,1,0,0,0,1,0,0,3.375,3.571429,2.875,3,3.571429
446,CDUCSU,0,63,0,0,5,0,0,0,1,2,1000,3.875,3.571429,3.5,3.8571429,3.571429
447,CDUCSU,0,46,0,0,1,0,0,0,1,13,2739.5833,3.25,3.1428571,3.625,3.7142861,3.2857139
448,SPD,0,41,1,0,3,0,0,0,2,3,0,3.25,3,2.875,2.5,2.625
449,CDUCSU,0,61,1,0,8,1,0,0,3,5,1000,2.875,2.8571429,3.625,3.8571429,2.8571429
450,SPD,0,54,0,1,3,0,0,0,1,5,0,4.625,3.25,3.5,3.5,3.125
451,GREEN,1,50,0,0,3,0,0,1,0,6,208.33333,3.428571,3.166666,2.8571429,2.833333,3.333333
452,SPD,1,56,0,0,2,0,0,1,0,1,7000,3.25,3,3.5,3.428571,3.2857139
453,SPD,0,35,1,0,3,0,0,0,2,5,0,3,3.1428571,3.125,3.7142861,3.1428571
454,CDUCSU,0,40,0,1,4,0,1,0,4,2,0,3.1428571,2.666666,3.1428571,3.666666,2.833333
455,CDUCSU,0,51,0,1,5,1,0,0,1,2,0,3.625,2.875,3.25,3.5,2.625
456,SPD,0,61,1,0,2,0,0,0,1,2,0,3.5,3.1428571,3.25,3.1428571,3.1428571
457,SPD,1,58,1,0,4,0,0,0,5,2,0,4.125,4,3.375,3.25,4
458,CDUCSU,0,37,1,0,2,1,0,1,2,2,0,3,3.2857139,3.5,3.571429,3.1428571
459,CDUCSU,0,61,1,0,2,0,1,0,1,1,0,3.125,2.8571429,2.875,3.2857139,3
460,GREEN,1,52,1,0,2,0,0,1,1,4,0,2.25,2.5,2.5,2.5,2
461,SPD,0,43,0,0,2,0,0,0,1,0,0,4.125,3.571429,4,3.8571429,3.8571429
462,SPD,0,53,1,0,2,0,0,0,2,0,0,3.25,2.7142861,3,2.7142861,2.2857139
463,LINKE,0,56,1,0,1,0,0,1,3,0,0,4.125,3.7142861,3.75,3.7142861,3.428571
464,CDUCSU,1,54,0,0,3,0,0,0,4,0,0,3.5,3.7142861,3,3,3.8571429
465,FDP,0,37,1,0,1,1,0,0,1,4,510.41666,3,3,3.125,3.1428571,3
466,CDUCSU,0,44,0,0,1,1,0,0,1,6,1000,3.75,3.1428571,2.875,3.428571,3.1428571
467,GREEN,1,42,1,0,1,0,0,0,1,4,0,2.25,2.571429,1.875,2.1428571,2.571429
468,CDUCSU,0,63,0,1,10,0,0,1,1,12,7000,3.428571,3.1428571,3.1428571,3.2857139,3
469,CDUCSU,0,61,1,0,4,0,1,1,0,10,7663.2085,3.7142861,3,3.1428571,3,2.833333
470,CDUCSU,1,50,0,1,1,0,0,1,0,4,7000,2.8571429,2.333333,3,2.5,2.666666
471,GREEN,1,49,1,0,4,0,0,0,1,11,41.666668,2.25,3,2.625,3.1428571,3.1428571
472,SPD,0,57,0,0,4,0,0,0,1,3,0,3.1428571,2.7142861,2.8571429,2.7142861,2.571429
473,SPD,0,61,0,1,8,1,0,0,1,10,1458.3334,3.75,3.2857139,2.375,2.8571429,3
474,CDUCSU,0,31,0,1,2,0,0,0,2,3,0,2.75,3.2857139,3.625,3.8571429,3.2857139
475,GREEN,1,57,0,0,4,0,0,0,3,0,0,2.625,2.428571,3,3,2.428571
476,GREEN,0,33,0,1,1,1,0,0,2,3,0,2.8571429,3,3,2.833333,2.833333
477,SPD,1,43,1,0,1,0,1,0,3,2,0,4.1428571,4,3.7142861,3.333333,4.166666
478,CDUCSU,0,54,0,0,1,0,0,0,3,8,0,3.428571,3,3.1428571,2.833333,3.166666
479,FDP,0,68,0,1,1,0,0,0,1,15,798.625,3.1428571,2.833333,3.571429,4,2.833333
480,SPD,0,73,1,0,7,0,0,1,1,8,625,3.333333,2.8,3.166666,3.4000001,3
481,CDUCSU,0,56,0,0,4,0,0,0,1,15,1750,4,3.666666,3.666666,3.666666,3.333333
482,CDUCSU,0,56,0,0,2,0,0,0,2,14,0,3.166666,2.5,2.5,2.833333,2.333333
483,CDUCSU,0,66,1,0,7,0,0,0,2,4,0,2.8571429,2.428571,3.2857139,3.2857139,2.428571
484,SPD,1,56,1,0,5,0,0,1,0,1,7000,3.2,2.8,2.5999999,3,3
485,SPD,1,51,1,0,3,0,0,0,1,2,0,3.5,3.833333,3.166666,3.166666,3.5
486,CDUCSU,0,48,1,0,5,0,0,1,0,5,7000,4,3.5,4.166666,4.166666,3.333333
487,CDUCSU,0,49,1,0,5,0,1,1,1,3,479.16666,3.5,2.833333,2.666666,2.666666,2.666666
488,SPD,1,62,0,0,5,0,0,1,1,7,0,3.166666,3.166666,3.5,3.166666,3
489,SPD,0,39,0,1,2,0,0,0,1,7,0,3.166666,3.333333,2.666666,2.833333,3.166666
490,CDUCSU,0,48,1,0,1,0,1,1,3,2,0,3.5,3.166666,3.666666,3.5,3.666666
491,SPD,0,54,1,0,4,1,0,0,3,1,0,3.5,3,2.666666,3.166666,3
492,SPD,0,29,0,0,3,1,0,0,2,2,0,3,3.333333,3.166666,3.5,3
493,LINKE,0,50,1,0,1,0,0,0,2,1,0,3.833333,3.5,3.166666,2.833333,2.833333
494,CDUCSU,0,48,0,1,5,0,0,1,0,4,0,3.333333,3.166666,3.333333,4.166666,3.333333
495,SPD,0,47,1,0,3,0,1,1,0,3,0,3.5,3.666666,3.166666,3.833333,3.166666
496,SPD,0,59,1,0,8,0,1,0,1,2,0,3.333333,2.833333,3.333333,3.333333,3
497,CDUCSU,0,34,0,1,2,0,1,1,3,3,151.04167,2.5,2.833333,2.666666,3.5,2.833333
498,LINKE,0,65,0,1,1,1,0,0,2,0,0,4,3.333333,3.333333,3.333333,2.833333
499,CDUCSU,0,54,1,0,2,0,0,0,2,7,83.333336,3,3.333333,3.166666,3.333333,3.333333
500,SPD,0,56,1,0,4,0,0,0,3,9,0,3.333333,3,3,3.333333,2.833333
501,SPD,0,37,1,0,2,0,0,0,2,0,0,2.5,2.666666,2.5,3.333333,2.333333
502,CDUCSU,0,48,0,0,2,1,0,0,1,2,0,3.166666,3.166666,3.166666,3.5,3.333333
503,SPD,0,51,1,0,2,1,0,0,3,1,1000,3.666666,3.833333,3.333333,3.666666,3.666666
504,FDP,1,30,1,0,1,1,0,0,2,3,0,2.5,3.166666,2.166666,2.5,2.666666
505,SPD,0,35,0,0,1,0,0,0,1,2,0,3,2.833333,3,3.333333,2.666666
506,SPD,1,57,0,1,4,0,0,1,1,2,0,3.666666,3.333333,3.5,3.5,3.333333
507,SPD,0,45,0,1,2,1,0,0,1,1,0,3.428571,3.2857139,3.1428571,3.1428571,3
508,SPD,0,46,1,0,6,1,1,1,0,1,7000,2.8333299,2.666666,3.333333,3.833333,2.833333
509,SPD,1,43,1,0,1,1,0,0,2,3,0,2.5,2.8333299,2.8333299,3.333333,3.333333
510,CDUCSU,0,61,0,0,4,0,0,0,1,3,2625,3.166666,3,3,3,2.8333299
511,CDUCSU,0,56,1,0,8,0,0,1,0,3,7583.3335,3,2.4000001,2.5999999,3.4000001,2.8
512,CDUCSU,0,59,0,0,2,0,0,0,1,3,0,4,2.833333,3.5,3.5,3
513,CDUCSU,1,51,1,0,3,0,0,,1,0,0,,,,,
514,LINKE,0,54,0,1,4,0,0,0,2,4,0,3.833333,4.166666,3.666666,3.5,4
515,CDUCSU,0,56,0,0,4,1,0,1,1,7,0,3.666666,3.833333,3.833333,3.833333,3.5
516,CDUCSU,0,37,1,0,2,0,1,0,2,2,109.375,2.833333,3,3.166666,3.166666,2.666666
517,CDUCSU,0,52,1,0,4,0,0,0,1,3,291.66666,3.333333,3.166666,3.333333,3.666666,3
518,LINKE,1,45,0,1,1,1,0,0,4,2,0,3.333333,3.333333,3.166666,3,3.166666
519,FDP,0,65,0,1,8,0,0,1,2,6,0,3.5999999,3.4000001,3.2,3.2,2.8
520,CDUCSU,0,25,0,0,2,1,0,0,2,7,0,3.333333,3.166666,2.666666,3,3.5
521,SPD,0,62,1,0,4,0,0,0,1,3,0,3.333333,3.333333,3.166666,3.333333,3.333333
522,SPD,1,62,0,1,3,0,0,0,1,6,0,3,3.166666,3.5,3.333333,3.5
523,LINKE,0,58,0,0,1,0,0,0,1,12,791.66669,3.166666,2.666666,3,3,2.666666
524,SPD,0,63,1,0,4,0,0,0,2,3,0,3.5,2.5,3.5,3.5,2.833333
525,FDP,0,56,0,1,4,0,0,1,3,10,291.66666,3.428571,3.428571,3,3.428571,3.571429
526,SPD,0,56,0,1,3,0,0,0,1,3,0,3.333333,3.5,3.666666,3.833333,3.166666
527,GREEN,0,57,1,0,3,0,0,0,3,0,0,3.333333,2.833333,2.833333,3,2.666666
528,CDUCSU,1,62,1,0,5,0,0,0,1,3,0,3.4000001,3.2,3.8,3.5999999,3.4000001
529,SPD,0,51,1,0,1,0,0,0,2,5,0,3.4000001,2.8,3.5999999,3.4000001,3.2
530,SPD,0,43,0,0,1,0,0,0,2,13,4083.3333,3.5,3.833333,2.833333,3.666666,3.5
531,CDUCSU,0,35,1,0,2,1,0,0,3,15,0,2.1428571,3.1428571,3.2857139,4,3
532,SPD,0,61,1,0,8,0,1,0,4,4,187.5,4,3.5,3.666666,3.5,3.166666
533,FDP,0,58,0,1,2,0,0,0,2,5,0,3,2.666666,3.166666,3.166666,2.666666
534,SPD,0,48,1,0,3,0,0,1,1,3,0,3.333333,3.333333,3.333333,3.333333,3.166666
535,GREEN,1,52,0,0,2,1,0,0,1,4,0,3.7142861,3.1428571,2.7142861,3,3.2857139
536,CDUCSU,0,47,1,0,2,1,0,1,3,3,0,3.166666,3.333333,3.5,3.5,3
537,CDUCSU,0,41,1,0,4,1,0,1,0,4,7000,3,3.166666,4,3.833333,2.833333
538,SPD,0,56,1,0,2,0,1,0,4,2,0,3.5,2.833333,3,3.5,3
539,CDUCSU,0,51,0,0,4,0,0,1,2,7,4593.75,3.833333,3.5,3,3.333333,3.666666
